ENTRY,NAME,FORMULA,MASS,M.plus.H,M.minus.H,Biofluid
HMDB11119 , Selenite , O3Se,127.901,128.908276,126.893724,Blood
HMDB01349 , Selenium , [Se]2-,79.917,80.924276,78.909724,Blood; Cerebrospinal Fluid; Urine
HMDB06343 , Selenocystathionine , C7H14N2O4Se,270.012,271.019276,269.004724,Not Available
HMDB03288 , Selenocysteine , C3H6NO2Se,167.956,168.963276,166.948724,Not Available
HMDB04122 , Selenocystine , C6H12N2O4Se2,335.913,336.920276,334.905724,Blood
HMDB04119 , Selenohomocysteine , C4H9NO2Se,182.98,183.987276,181.972724,Not Available
HMDB03966 , Selenomethionine , C5H11NO2Se,196.995,198.002276,195.987724,Blood; Urine
HMDB06407 , Selenophosphate , [H2PO3Se]-,160.891,161.898276,159.883724,Not Available
HMDB04113 , Se-Methylselenocysteine , C4H9NO2Se,182.98,183.987276,181.972724,Not Available
HMDB00509 , Senecioic acid , C5H8O2,100.052,101.059276,99.044724,Not Available
HMDB02895 , Sennidin B , C30H18O10,538.09,539.097276,537.082724,Not Available
HMDB02783 , Sennoside B , C42H38O20,862.196,863.203276,861.188724,Not Available
HMDB00238 , Sepiapterin , C9H11N5O3,237.086,238.093276,236.078724,Cerebrospinal Fluid
HMDB00259 , Serotonin , C10H12N2O,176.095,177.102276,175.087724,Blood; Cerebrospinal Fluid; Urine
HMDB05010 , Sertraline , C17H17Cl2N,305.074,306.081276,304.066724,Blood
HMDB01550 , S-Formylglutathione , C11H17N3O7S,335.079,336.086276,334.071724,Not Available
HMDB06832 , S-Glutaryldihydrolipoamide , C13H23NO4S2,321.107,322.114276,320.099724,Not Available
HMDB03070 , Shikimic acid , C7H10O5,174.053,175.060276,173.045724,Urine
HMDB06633 , Sialyl Lea tetra , C37H62N2O28,982.349,983.356276,981.341724,Not Available
HMDB06605 , Sialyl Lewis<sup>a</sup> penta , C43H72N2O33,1144.402,1145.409276,1143.394724,Not Available
HMDB06614 , Sialyl Lex penta , C43H72N2O33,1144.402,1145.409276,1143.394724,Not Available
HMDB06627 , Sialyl Lex tetra , C37H62N2O28,982.349,983.356276,981.341724,Not Available
HMDB06593 , Sialyllacto-N-neotetraose c , C37H62N2O29,998.344,999.351276,997.336724,Breast Milk
HMDB06589 , Sialyllacto-N-tetraose a , C37H62N2O29,998.344,999.351276,997.336724,Breast Milk
HMDB06600 , Sialyllacto-N-tetraose b , C37H62N2O29,998.344,999.351276,997.336724,Breast Milk
HMDB06631 , Sialyllacto-N-tetraose c , C37H62N2O29,998.344,999.351276,997.336724,Not Available
HMDB06565 , Sialyl-Lewis X , C31H52N2O23,820.296,821.303276,819.288724,Not Available
HMDB05039 , Sildenafil , C22H30N6O4S,474.205,475.212276,473.197724,Not Available
HMDB02175 , Silicon , [Si]4+,27.977,28.984276,26.969724,Blood; Cerebrospinal Fluid
HMDB02659 , Silver , [Ag]+,106.905,107.912276,105.897724,Blood; Cerebrospinal Fluid
HMDB05007 , Simvastatin , C25H38O5,418.272,419.279276,417.264724,Blood
HMDB13070 , Sinapyl alcohol , C11H14O4,210.089,211.096276,209.081724,Not Available
HMDB01066 , S-Lactoylglutathione , C13H21N3O8S,379.105,380.112276,378.097724,Not Available
HMDB11694 , SM(d16:1/24:1(15Z)) , C45H90N2O6P,785.654,786.661276,784.646724,Not Available
HMDB11695 , SM(d17:1/24:0) , C46H94N2O6P,801.685,802.692276,800.677724,Not Available
HMDB11696 , SM(d17:1/24:1(15Z)) , C46H92N2O6P,799.669,800.676276,798.661724,Not Available
HMDB12084 , SM(d18:0/12:0) , C35H75N2O6P,650.536,651.543276,649.528724,Not Available
HMDB12085 , SM(d18:0/14:0) , C37H77N2O6P,676.552,677.559276,675.544724,Not Available
HMDB13462 , SM(d18:0/14:1(9Z)(OH)) , C37H73N2O7P,688.516,689.523276,687.508724,Cerebrospinal Fluid
HMDB10168 , SM(d18:0/16:0) , C39H82N2O6P,705.591,706.598276,704.583724,Not Available
HMDB13463 , SM(d18:0/16:1(9Z)(OH)) , C39H77N2O7P,716.547,717.554276,715.539724,Cerebrospinal Fluid
HMDB13464 , SM(d18:0/16:1(9Z)) , C39H79N2O6P,702.568,703.575276,701.560724,Cerebrospinal Fluid
HMDB12087 , SM(d18:0/18:0) , C41H85N2O6P,732.615,733.622276,731.607724,Not Available
HMDB12088 , SM(d18:0/18:1(11Z)) , C41H83N2O6P,730.599,731.606276,729.591724,Not Available
HMDB12089 , SM(d18:0/18:1(9Z)) , C41H83N2O6P,730.599,731.606276,729.591724,Not Available
HMDB12090 , SM(d18:0/20:0) , C43H89N2O6P,760.646,761.653276,759.638724,Not Available
HMDB13465 ," SM(d18:0/20:2(11Z,14Z)) ", C43H83N2O6P,754.599,755.606276,753.591724,Cerebrospinal Fluid
HMDB12091 , SM(d18:0/22:0) , C45H93N2O6P,788.677,789.684276,787.669724,Not Available
HMDB13466 , SM(d18:0/22:1(13Z)(OH)) , C45H89N2O7P,800.641,801.648276,799.633724,Cerebrospinal Fluid
HMDB12092 , SM(d18:0/22:1(13Z)) , C45H91N2O6P,786.661,787.668276,785.653724,Not Available
HMDB13467 ," SM(d18:0/22:2(13Z,16Z)(OH)) ", C45H87N2O7P,798.625,799.632276,797.617724,Cerebrospinal Fluid
HMDB13468 ," SM(d18:0/22:3(10Z,13Z,16Z)) ", C45H85N2O6P,780.615,781.622276,779.607724,Cerebrospinal Fluid
HMDB12093 , SM(d18:0/23:0) , C46H95N2O6P,802.693,803.700276,801.685724,Not Available
HMDB12094 , SM(d18:0/24:0) , C47H97N2O6P,816.708,817.715276,815.700724,Not Available
HMDB13469 , SM(d18:0/24:1(15Z)(OH)) , C47H93N2O7P,828.672,829.679276,827.664724,Cerebrospinal Fluid
HMDB12095 , SM(d18:0/24:1(15Z)) , C47H95N2O6P,814.693,815.700276,813.685724,Not Available
HMDB13461 , SM(d18:0/26:1(17Z)) , C49H97N2O6P,840.708,841.715276,839.700724,Cerebrospinal Fluid
HMDB12096 , SM(d18:1/12:0) , C35H71N2O6P,646.505,647.512276,645.497724,Not Available
HMDB12097 , SM(d18:1/14:0) , C37H75N2O6P,674.536,675.543276,673.528724,Not Available
HMDB10169 , SM(d18:1/16:0) , C39H80N2O6P,703.575,704.582276,702.567724,Cerebrospinal Fluid
HMDB01348 , SM(d18:1/18:0) , C41H84N2O6P,731.607,732.614276,730.599724,Blood; Breast Milk; Cerebrospinal Fluid
HMDB12100 , SM(d18:1/18:1(11Z)) , C41H81N2O6P,728.583,729.590276,727.575724,Cerebrospinal Fluid
HMDB12101 , SM(d18:1/18:1(9Z)) , C41H81N2O6P,728.583,729.590276,727.575724,Cerebrospinal Fluid
HMDB12102 , SM(d18:1/20:0) , C43H87N2O6P,758.63,759.637276,757.622724,Not Available
HMDB12103 , SM(d18:1/22:0) , C45H91N2O6P,786.661,787.668276,785.653724,Not Available
HMDB12104 , SM(d18:1/22:1(13Z)) , C45H89N2O6P,784.646,785.653276,783.638724,Not Available
HMDB12105 , SM(d18:1/23:0) , C46H93N2O6P,800.677,801.684276,799.669724,Not Available
HMDB11697 , SM(d18:1/24:0) , C47H96N2O6P,815.701,816.708276,814.693724,Cerebrospinal Fluid
HMDB12107 , SM(d18:1/24:1(15Z)) , C47H93N2O6P,812.677,813.684276,811.669724,Cerebrospinal Fluid
HMDB11698 , SM(d18:1/26:0) , C49H100N2O6P,843.732,844.739276,842.724724,Cerebrospinal Fluid
HMDB11699 , SM(d19:1/24:1(15Z)) , C48H96N2O6P,827.701,828.708276,826.693724,Not Available
HMDB02310 , S-Methylmalonyl-CoA , C25H40N7O19P3S,867.131,868.138276,866.123724,Not Available
HMDB04645 , S-Nitrosoglutathione , C10H16N4O7S,336.074,337.081276,335.066724,Not Available
HMDB00588 , Sodium , [Na]+,22.99,23.997276,21.982724,Blood; Cerebrospinal Fluid; Urine
HMDB05004 , Sodium lauryl sulfate , C12H25NaO4S,288.137,289.144276,287.129724,Not Available
HMDB02367 , Solanesyl-PP , C45H76O7P2,790.507,791.514276,789.499724,Not Available
HMDB03236 , Solanidine , C27H43NO,397.334,398.341276,396.326724,Blood
HMDB02173 , Solerol , C6H10O4,146.058,147.065276,145.050724,Not Available
HMDB13072 , Somatostatin , C77H108N18O19S2,1652.748,1653.755276,1651.740724,Not Available
HMDB13071 , Somatostatin fragment 3-14 , C72H100N16O17S2,1524.689,1525.696276,1523.681724,Not Available
HMDB00247 , Sorbitol , C6H14O6,182.079,183.086276,181.071724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB05831 , Sorbitol-6-phosphate , C6H15O9P,262.045,263.052276,261.037724,Blood
HMDB06797 , Sorbose 1-phosphate , C6H13O9P,260.03,261.037276,259.022724,Not Available
HMDB13075 , Spermic acid 2 , C10H20N2O4,232.142,233.149276,231.134724,Not Available
HMDB01257 , Spermidine , C7H19N3,145.158,146.165276,144.150724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB01256 , Spermine , C10H26N4,202.216,203.223276,201.208724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB13076 , Spermine dialdehyde , C10H22N2O2,202.168,203.175276,201.160724,Not Available
HMDB00269 , Sphinganine , C18H39NO2,301.298,302.305276,300.290724,Blood; Urine
HMDB01383 , Sphinganine 1-phosphate , C18H40NO5P,381.264,382.271276,380.256724,Blood
HMDB00252 , Sphingosine , C18H37NO2,299.282,300.289276,298.274724,Blood; Urine
HMDB00277 , Sphingosine 1-phosphate , C18H38NO5P,379.249,380.256276,378.241724,Blood
HMDB12286 , S-Prenyl-L-cysteine , C8H15NO2S,189.082,190.089276,188.074724,Not Available
HMDB00256 , Squalene , C30H50,410.391,411.398276,409.383724,Blood
HMDB03553 , Stachyose , C24H42O21,666.222,667.229276,665.214724,Not Available
HMDB03116 , Stanozolol , C21H32N2O,328.251,329.258276,327.243724,Not Available
HMDB02384 , Stearaldehyde , C18H36O,268.277,269.284276,267.269724,Not Available
HMDB00827 , Stearic acid , C18H36O2,284.272,285.279276,283.264724,Blood; Cerebrospinal Fluid; Urine
HMDB06547 , Stearidonic acid , C18H28O2,276.209,277.216276,275.201724,Blood
HMDB06519 , Stearidonoyl CoA , C39H62N7O17P3S,1025.314,1026.321276,1024.306724,Not Available
HMDB06463 , Stearidonyl carnitine , C25H41NO4,419.304,420.311276,418.296724,Not Available
HMDB00848 , Stearoylcarnitine , C25H49NO4,427.366,428.373276,426.358724,Blood
HMDB01114 , Stearoyl-CoA , C39H70N7O17P3S,1033.376,1034.383276,1032.368724,Not Available
HMDB13078 , Stearoylethanolamide , C20H41NO2,327.314,328.321276,326.306724,Not Available
HMDB13308 , Stearoylglycine , C20H39NO3,341.293,342.300276,340.285724,Not Available
HMDB00494 , Stigmastanol , C29H52O,416.402,417.409276,415.394724,Blood
HMDB00937 , Stigmasterol , C29H48O,412.371,413.378276,411.363724,Blood; Urine
HMDB03642 , Strontium , [Sr]2+,87.906,88.913276,86.898724,Blood
HMDB00893 , Suberic acid , C8H14O4,174.089,175.096276,173.081724,Blood; Cerebrospinal Fluid; Urine
HMDB00953 , Suberylglycine , C10H17NO5,231.111,232.118276,230.103724,Urine
HMDB01897 , Substance P , C63H98N18O13S,1346.728,1347.735276,1345.720724,Blood; Urine
HMDB00254 , Succinic acid , C4H6O4,118.027,119.034276,117.019724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB01259 , Succinic acid semialdehyde , C4H6O3,102.032,103.039276,101.024724,Cerebrospinal Fluid; Urine
HMDB00635 , Succinylacetone , C7H10O4,158.058,159.065276,157.050724,Amniotic Fluid; Blood; Urine
HMDB00912 , Succinyladenosine , C14H17N5O8,383.108,384.115276,382.100724,Blood; Cerebrospinal Fluid
HMDB01022 , Succinyl-CoA , C25H40N7O19P3S,867.131,868.138276,866.123724,Not Available
HMDB00258 , Sucrose , C12H22O11,342.116,343.123276,341.108724,Blood; Urine
HMDB01448 , Sulfate , [SO4]2-,95.952,96.959276,94.944724,Blood; Urine
HMDB00598 , Sulfide , [S]2-,31.972,32.979276,30.964724,Blood; Urine
HMDB00240 , Sulfite , [SO3]2-,79.957,80.964276,78.949724,Not Available
HMDB00907 , Sulfolithocholic acid , C24H40O6S,456.255,457.262276,455.247724,Blood
HMDB02639 , Sulfolithocholylglycine , C26H43NO7S,513.276,514.283276,512.268724,Blood; Urine
HMDB05792 , Sulforaphane , C6H11NOS2,177.028,178.035276,176.020724,Blood
HMDB05037 , Sumatriptan , C14H21N3O2S,295.135,296.142276,294.127724,Not Available
HMDB02432 , Sumiki's acid , C6H6O4,142.027,143.034276,141.019724,Urine
HMDB02168 , Superoxide , O2,31.99,32.997276,30.982724,Not Available
HMDB03334 , Symmetric dimethylarginine , C8H18N4O2,202.143,203.150276,201.135724,Blood; Urine
HMDB02085 , Syringic acid , C9H10O5,198.053,199.060276,197.045724,Not Available
HMDB06560 , Tachysterol 3 , C27H44O,384.339,385.346276,383.331724,Not Available
HMDB02937 , Tamarixetin , C16H14O7,318.074,319.081276,317.066724,Not Available
HMDB05790 , Tannin , C26H20O18,620.065,621.072276,619.057724,Not Available
HMDB04143 , Tantalum , [Ta]5+,180.948,181.955276,179.940724,Cerebrospinal Fluid
HMDB00956 , Tartaric acid , C4H6O6,150.016,151.023276,149.008724,Urine
HMDB06938 , Tartronate semialdehyde , C3H4O4,104.011,105.018276,103.003724,Not Available
HMDB00922 , Taurallocholic acid , C26H45NO7S,515.292,516.299276,514.284724,Not Available
HMDB00251 , Taurine , C2H7NO3S,125.015,126.022276,124.007724,Bile; Blood; Cerebrospinal Fluid; Urine
HMDB00932 , Tauro-b-muricholic acid , C26H45NO7S,515.292,516.299276,514.284724,Not Available
HMDB02486 , Taurochenodeoxycholate-3-sulfate , C26H45NO9S2,579.254,580.261276,578.246724,Not Available
HMDB02498 , Taurochenodeoxycholate-7-sulfate , C26H45NO9S2,579.254,580.261276,578.246724,Not Available
HMDB00951 , Taurochenodesoxycholic acid , C26H45NO6S,499.297,500.304276,498.289724,Bile; Blood; Urine
HMDB00036 , Taurocholic acid , C26H45NO7S,515.292,516.299276,514.284724,Bile; Blood; Urine
HMDB02581 , Taurocholic acid 3-sulfate , C26H45NO10S2,595.248,596.255276,594.240724,Not Available
HMDB03584 , Taurocyamine , C3H9N3O3S,167.036,168.043276,166.028724,Blood
HMDB00896 , Taurodeoxycholic acid , C26H45NO6S,499.297,500.304276,498.289724,Bile; Blood
HMDB11637 , Taurohyocholate , C26H45NO7S,515.292,516.299276,514.284724,Not Available
HMDB02580 , Taurolithocholic acid 3-sulfate , C26H45NO8S2,563.259,564.266276,562.251724,Not Available
HMDB00889 , Tauroursocholic acid , C26H45NO7S,515.292,516.299276,514.284724,Not Available
HMDB00874 , Tauroursodeoxycholic acid , C26H45NO6S,499.297,500.304276,498.289724,Blood
HMDB12288 , Tellurite , O2Te,161.896,162.903276,160.888724,Not Available
HMDB01854 , Tellurium , [Te]4+,129.906,130.913276,128.898724,Urine
HMDB04328 , Temurin , C9H12N4O3,224.091,225.098276,223.083724,Not Available
HMDB02428 , Terephthalic acid , C8H6O4,166.027,167.034276,165.019724,Urine
HMDB00234 , Testosterone , C19H28O2,288.209,289.216276,287.201724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB05814 , Testosterone enanthate , C26H40O3,400.298,401.305276,399.290724,Not Available
HMDB03193 , Testosterone glucuronide , C25H36O8,464.241,465.248276,463.233724,Semen; Urine
HMDB02833 , Testosterone sulfate , C19H28O5S,368.166,369.173276,367.158724,Urine
HMDB02007 , Tetracosahexaenoic acid , C24H36O2,356.272,357.279276,355.264724,Not Available
HMDB06243 , Tetracosahexaenoyl CoA , C45H70N7O17P3S,1105.376,1106.383276,1104.368724,Not Available
HMDB02003 , Tetracosanoic acid , C24H48O2,368.365,369.372276,367.357724,Blood
HMDB06526 , Tetracosanoyl-CoA , C45H82N7O17P3S,1117.47,1118.477276,1116.462724,Not Available
HMDB13310 , Tetracosanoylglycine , C26H51NO3,425.387,426.394276,424.379724,Not Available
HMDB06323 , Tetracosapentaenoic acid (24:5n-3) , C24H38O2,358.287,359.294276,357.279724,Not Available
HMDB06322 , Tetracosapentaenoic acid (24:5n-6) , C24H38O2,358.287,359.294276,357.279724,Not Available
HMDB06246 , Tetracosatetraenoic acid (24:4n-6) , C24H40O2,360.303,361.310276,359.295724,Not Available
HMDB06516 , Tetracosatetraenoyl CoA , C45H74N7O17P3S,1109.407,1110.414276,1108.399724,Not Available
HMDB00872 , Tetradecanedioic acid , C14H26O4,258.183,259.190276,257.175724,Not Available
HMDB11638 , Tetradecanol , C14H30O,214.23,215.237276,213.222724,Not Available
HMDB05066 , Tetradecanoylcarnitine , C21H41NO4,371.304,372.311276,370.296724,Blood
HMDB01521 , Tetradecanoyl-CoA , C35H62N7O17P3S,977.314,978.321276,976.306724,Not Available
HMDB05775 , Tetragastrin , C29H36N6O6S,596.242,597.249276,595.234724,Not Available
HMDB04958 , Tetrahexosylceramide (d18:1/12:0) , C56H102N2O23,1170.687,1171.694276,1169.679724,Blood
HMDB04960 , Tetrahexosylceramide (d18:1/16:0) , C60H110N2O23,1226.75,1227.757276,1225.742724,Not Available
HMDB04961 , Tetrahexosylceramide (d18:1/18:0) , C62H114N2O23,1254.781,1255.788276,1253.773724,Not Available
HMDB04962 , Tetrahexosylceramide (d18:1/20:0) , C64H118N2O23,1282.813,1283.820276,1281.805724,Not Available
HMDB04963 , Tetrahexosylceramide (d18:1/22:0) , C66H122N2O23,1310.844,1311.851276,1309.836724,Not Available
HMDB04967 , Tetrahexosylceramide (d18:1/24:0) , C68H126N2O23,1338.875,1339.882276,1337.867724,Not Available
HMDB04964 , Tetrahexosylceramide (d18:1/24:1(15Z)) , C68H124N2O23,1336.859,1337.866276,1335.851724,Not Available
HMDB04968 , Tetrahexosylceramide (d18:1/25:0) , C69H128N2O23,1352.891,1353.898276,1351.883724,Not Available
HMDB04966 , Tetrahexosylceramide (d18:1/26:0) , C70H130N2O23,1366.906,1367.913276,1365.898724,Breast Milk
HMDB04965 , Tetrahexosylceramide (d18:1/26:1(17Z)) , C70H128N2O23,1364.891,1365.898276,1363.883724,Not Available
HMDB04959 , Tetrahexosylceramide (d18:1/9Z-18:1) , C62H112N2O23,1252.766,1253.773276,1251.758724,Not Available
HMDB10357 , Tetrahydroaldosterone-3-glucuronide , C27H40O11,540.257,541.264276,539.249724,Not Available
HMDB00027 , Tetrahydrobiopterin , C9H15N5O3,241.117,242.124276,240.109724,Blood; Cerebrospinal Fluid
HMDB00268 , Tetrahydrocorticosterone , C21H34O4,350.246,351.253276,349.238724,Urine
HMDB00949 , Tetrahydrocortisol , C21H34O5,366.241,367.248276,365.233724,Urine
HMDB00903 , Tetrahydrocortisone , C21H32O5,364.225,365.232276,363.217724,Blood; Urine
HMDB05789 , Tetrahydrocurcumin , C21H24O6,372.157,373.164276,371.149724,Blood
HMDB00879 , Tetrahydrodeoxycorticosterone , C21H34O3,334.251,335.258276,333.243724,Blood; Urine
HMDB05972 , Tetrahydrodeoxycortisol , C21H34O4,350.246,351.253276,349.238724,Urine
HMDB12289 , Tetrahydrodipicolinate , C7H9NO4,171.053,172.060276,170.045724,Not Available
HMDB01846 , Tetrahydrofolic acid , C19H23N7O6,445.171,446.178276,444.163724,Blood
HMDB06825 , Tetrahydrofolyl-[Glu](2) , C24H30N8O9,574.214,575.221276,573.206724,Not Available
HMDB06826 , Tetrahydrofolyl-[Glu](n) , C29H37N9O12,703.256,704.263276,702.248724,Not Available
HMDB00246 , Tetrahydrofuran , C4H8O,72.058,73.065276,71.050724,Blood
HMDB04626 , Tetrahydrogestrinone , C21H28O2,312.209,313.216276,311.201724,Not Available
HMDB00942 , Tetrahydroneopterin , C9H15N5O4,257.112,258.119276,256.104724,Not Available
HMDB01216 , Tetrahydropteridine , C6H8N4,136.075,137.082276,135.067724,Not Available
HMDB12290 , Tetrahydropteroyltri-L-glutamate , C29H37N9O12,703.256,704.263276,702.248724,Not Available
HMDB06836 , Tetrahymanol , C30H52O,428.402,429.409276,427.394724,Not Available
HMDB00548 , TG(10:0/10:0/10:0)[iso] , C33H62O6,554.455,555.462276,553.447724,Not Available
HMDB11188 , TG(12:0/12:0/12:0) , C39H74O6,638.549,639.556276,637.541724,Not Available
HMDB11700 ," TG(15:0/16:0/20:2(11Z,14Z))[iso6] ", C54H100O6,844.752,845.759276,843.744724,Blood
HMDB11701 ," TG(15:0/16:0/20:3(8Z,11Z,14Z))[iso6] ", C54H98O6,842.736,843.743276,841.728724,Blood
HMDB11702 ," TG(15:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6] ", C54H96O6,840.721,841.728276,839.713724,Blood
HMDB11703 ," TG(15:0/18:0/18:2(9Z,12Z))[iso6] ", C54H100O6,844.752,845.759276,843.744724,Blood
HMDB11704 ," TG(15:0/18:0/18:3(9Z,12Z,15Z))[iso6] ", C54H98O6,842.736,843.743276,841.728724,Blood
HMDB11705 , TG(15:0/18:1(9Z)/16:0)[iso6] , C52H98O6,818.736,819.743276,817.728724,Blood
HMDB11706 , TG(15:0/18:1(9Z)/16:1(9Z))[iso6] , C52H96O6,816.721,817.728276,815.713724,Blood
HMDB11707 , TG(15:0/18:1(9Z)/18:1(9Z))[iso3] , C54H100O6,844.752,845.759276,843.744724,Blood
HMDB11708 ," TG(15:0/18:1(9Z)/18:2(9Z,12Z))[iso6] ", C54H98O6,842.736,843.743276,841.728724,Blood
HMDB11709 ," TG(15:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6] ", C54H96O6,840.721,841.728276,839.713724,Blood
HMDB11710 ," TG(15:0/18:2(9Z,12Z)/16:0)[iso6] ", C52H96O6,816.721,817.728276,815.713724,Blood
HMDB11711 ," TG(15:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3] ", C54H96O6,840.721,841.728276,839.713724,Blood
HMDB11712 , TG(15:0/20:0/14:1(9Z))[iso6] , C52H98O6,818.736,819.743276,817.728724,Blood
HMDB11713 , TG(15:0/20:1(11Z)/14:0)[iso6] , C52H98O6,818.736,819.743276,817.728724,Blood
HMDB10411 , TG(16:0/14:0/16:0)[iso3] , C49H94O6,778.705,779.712276,777.697724,Blood
HMDB10412 , TG(16:0/14:0/16:1(9Z))[iso6] , C49H92O6,776.689,777.696276,775.681724,Blood
HMDB10413 , TG(16:0/14:0/18:0)[iso6] , C51H98O6,806.736,807.743276,805.728724,Blood
HMDB10414 , TG(16:0/14:0/18:1(9Z))[iso6] , C51H96O6,804.721,805.728276,803.713724,Blood
HMDB10415 ," TG(16:0/14:0/18:2(9Z,12Z))[iso6] ", C51H94O6,802.705,803.712276,801.697724,Blood
HMDB05356 , TG(16:0/16:0/16:0)[iso] , C51H98O6,806.736,807.743276,805.728724,Blood
HMDB05359 , TG(16:0/16:0/16:1(9Z))[iso3] , C51H96O6,804.721,805.728276,803.713724,Blood
HMDB05357 , TG(16:0/16:0/18:0)[iso3] , C53H102O6,834.768,835.775276,833.760724,Blood
HMDB10416 , TG(16:0/16:0/18:1(11Z))[iso3] , C53H100O6,832.752,833.759276,831.744724,Blood
HMDB05360 , TG(16:0/16:0/18:1(9Z))[iso3] , C53H100O6,832.752,833.759276,831.744724,Blood
HMDB05362 ," TG(16:0/16:0/18:2(9Z,12Z))[iso3] ", C53H98O6,830.736,831.743276,829.728724,Blood
HMDB10417 ," TG(16:0/16:0/18:3(9Z,12Z,15Z))[iso3] ", C53H96O6,828.721,829.728276,827.713724,Blood
HMDB05358 , TG(16:0/16:0/20:0)[iso3] , C55H106O6,862.799,863.806276,861.791724,Blood
HMDB05361 , TG(16:0/16:0/20:1(11Z))[iso3] , C55H104O6,860.783,861.790276,859.775724,Blood
HMDB05363 ," TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3] ", C55H98O6,854.736,855.743276,853.728724,Blood
HMDB10418 ," TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3] ", C57H98O6,878.736,879.743276,877.728724,Blood
HMDB05376 , TG(16:0/16:1(9Z)/16:1(9Z))[iso3] , C51H94O6,802.705,803.712276,801.697724,Blood
HMDB05374 , TG(16:0/16:1(9Z)/18:0)[iso6] , C53H100O6,832.752,833.759276,831.744724,Blood
HMDB05377 , TG(16:0/16:1(9Z)/18:1(9Z))[iso6] , C53H98O6,830.736,831.743276,829.728724,Blood
HMDB05379 ," TG(16:0/16:1(9Z)/18:2(9Z,12Z))[iso6] ", C53H96O6,828.721,829.728276,827.713724,Blood
HMDB05375 , TG(16:0/16:1(9Z)/20:0)[iso6] , C55H104O6,860.783,861.790276,859.775724,Blood
HMDB05378 , TG(16:0/16:1(9Z)/20:1(11Z))[iso6] , C55H102O6,858.768,859.775276,857.760724,Blood
HMDB05380 ," TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6] ", C55H96O6,852.721,853.728276,851.713724,Blood
HMDB05365 , TG(16:0/18:0/18:0)[iso3] , C55H106O6,862.799,863.806276,861.791724,Blood
HMDB05367 , TG(16:0/18:0/18:1(9Z))[iso6] , C55H104O6,860.783,861.790276,859.775724,Blood
HMDB05369 ," TG(16:0/18:0/18:2(9Z,12Z))[iso6] ", C55H102O6,858.768,859.775276,857.760724,Blood
HMDB05366 , TG(16:0/18:0/20:0)[iso6] , C57H110O6,890.83,891.837276,889.822724,Blood
HMDB05368 , TG(16:0/18:0/20:1(11Z))[iso6] , C57H108O6,888.815,889.822276,887.807724,Blood
HMDB05370 ," TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6] ", C57H102O6,882.768,883.775276,881.760724,Blood
HMDB05382 , TG(16:0/18:1(9Z)/18:1(9Z))[iso3] , C55H102O6,858.768,859.775276,857.760724,Blood
HMDB05384 ," TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6] ", C55H100O6,856.752,857.759276,855.744724,Blood
HMDB05381 , TG(16:0/18:1(9Z)/20:0)[iso6] , C57H108O6,888.815,889.822276,887.807724,Blood
HMDB05383 , TG(16:0/18:1(9Z)/20:1(11Z))[iso6] , C57H106O6,886.799,887.806276,885.791724,Blood
HMDB05385 ," TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6] ", C57H100O6,880.752,881.759276,879.744724,Blood
HMDB05390 ," TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3] ", C55H98O6,854.736,855.743276,853.728724,Blood
HMDB05388 ," TG(16:0/18:2(9Z,12Z)/20:0)[iso6] ", C57H106O6,886.799,887.806276,885.791724,Blood
HMDB05389 ," TG(16:0/18:2(9Z,12Z)/20:1(11Z))[iso6] ", C57H104O6,884.783,885.790276,883.775724,Blood
HMDB05391 ," TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6] ", C57H98O6,878.736,879.743276,877.728724,Blood
HMDB05371 , TG(16:0/20:0/20:0)[iso3] , C59H114O6,918.862,919.869276,917.854724,Blood
HMDB05372 , TG(16:0/20:0/20:1(11Z))[iso6] , C59H112O6,916.846,917.853276,915.838724,Blood
HMDB05373 ," TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6] ", C59H106O6,910.799,911.806276,909.791724,Blood
HMDB05386 , TG(16:0/20:1(11Z)/20:1(11Z))[iso3] , C59H110O6,914.83,915.837276,913.822724,Blood
HMDB05387 ," TG(16:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6] ", C59H104O6,908.783,909.790276,907.775724,Blood
HMDB05392 ," TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3] ", C59H98O6,902.736,903.743276,901.728724,Blood
