"","1","2","3","4","5","6","7","8"
"S632",2196289.75917467,1996160.59567386,1358101.04613118,1029639.12982818,1177056.32458935,2373157.51474538,251832.829477874,2063469.97856696
"S633",278575.77572446,333738.471614256,480236.241012171,258805.113165616,276381.114299559,337861.045429444,291125.756019288,308527.140686037
"S634",3199827.69162599,2069185.93222852,17644393.1271177,1950540.8030439,933393.034062714,3325747.28320078,2568245.12187923,3424149.51140337
"S635",3385251.49782254,3397685.11524932,4723455.94505564,3504913.74216398,3539757.94193683,3314930.58144011,3243091.77135856,3091801.65165044
"S636",1033891.2779299,1104555.24141076,5942287.52325441,992832.484525396,670773.394660678,1318826.80910715,1870695.38211385,2001038.42802584
"S637",141860375.979588,60527599.3688144,20885260.015293,7129675.48174075,23481257.127449,87694469.726118,8047902.3412422,61034849.7228915
"S638",18780968.5220171,7931048.82761507,2603378.98736792,817724.972426571,3030388.29828113,11178654.8968848,881436.052435657,7536255.86938551
"S639",18738414.3226128,7123087.30134397,2496594.98883252,198424.94417033,2873664.8342466,10782064.8041959,1004041.06901921,7684577.31390543
"S640",7274034.36817627,3204419.35424413,4704629.58024242,186654.595580356,599158.975635513,12667823.4928658,367651.414999075,8464288.36146503
"S641",1791787.64696541,1687714.45992548,1366777.86726685,413082.120898049,396868.711008335,2732727.212197,19181.6169664264,2537868.23309991
"S642",11544301.1816982,5598488.43689551,4919392.65926014,15328219.6362052,9599968.0189321,12564613.2019696,2222878.81195859,2903455.49038879
"S643",2448496.84697247,1212323.1285498,1143487.71622729,3248356.5801887,510593.364435841,2740310.55532067,119174.675867187,162161.557642756
"S644",27766463.1907134,27334981.3316371,140676548.533454,25115639.3349672,15738273.3821569,30838376.5517922,43880472.7386726,26013306.663065
"S645",617663.215172401,590031.467737402,3713615.71889565,499069.697560084,346999.463338623,688232.253182051,1095832.44323472,620905.010429385
"S646",33963155.0046786,11337480.9430316,2063626.51846929,2034407.64712213,2466461.36911758,30503583.2962724,1047451.59707057,21668571.5020462
"S647",5320892.22519846,5202845.78661917,29309302.3834866,4848387.30092862,3095808.85344842,6306203.28463546,8718527.10373946,4977721.71193396
"S648",1775673.66148848,890972.220222948,1346658.87871532,313158.027248451,181077.67487434,2965659.20238016,4293.48933205009,3140550.2193401
"S649",25823020.2566832,182588870.122446,134774299.759217,36875881.9192856,0,1032833.65333324,1587774.34421069,2174722.28632717
"S650",5632886.00758699,5667708.22965017,4297650.0719733,2001676.25642467,1658395.86599114,6063685.16730918,1363046.5863989,5712930.13869998
"S651",3301683.93872653,2873193.46885108,1364537.83982008,784719.666642962,1478722.5407298,2267076.85985104,614925.848010474,2493915.5031362
"S652",2330705.73271134,4465867.29566925,3051857.61328388,3947165.26875416,1882282.17968969,606262.994793184,1860782.93970801,404332.113662421
"S653",511177.357120379,975594.591649035,739431.363768555,875296.697134164,441510.102023498,599956.686054705,400467.630391267,25096.7941152954
"S654",2144888.71114714,2025590.93373437,1262745.87217536,541141.521998328,70189.7766967303,3886723.88732826,709155.617169837,2464781.08063574
"S655",660707.847157788,1562418.37499696,2146140.69762361,564424.22316927,764497.356515317,1170197.74422729,1126239.09066296,269087.868054716
"S656",2562713.45164173,1128870.42810427,472670.700066086,284397.365120381,84232.3723570419,3608995.70233715,627531.43418532,2251746.31608611
"S657",1322180.89799515,815511.478525769,481168.310276754,256419.972641427,213731.472199471,1886688.73331301,939.186079628766,1550139.5072447
"S658",2797898.40767361,1678947.88637091,957314.597817929,263272.348727394,15301.3286148752,3905601.67434849,11056154.0787764,97505575.4910278
"S659",10676710.3715408,4910768.4506981,3318044.16672099,1608629.71761586,1422324.4434068,12739775.7907052,11325867.1219388,12302119.9810736
"S660",10319004.6312235,5707660.82341835,3756952.88607959,2108405.83245213,1550778.87387335,1159862.0623753,11423506.4703379,12692883.8721147
"S661",11235692.9411196,6176132.23485526,3654858.57393167,2173688.80327087,1936432.03136333,1350891.07893093,933090.641281153,1742490.65822705
"S662",349974013.199672,227105588.698965,148655355.205863,95905832.5260883,89498719.3341615,25302548.34498,43283265.4508444,28821751.1935855
"S663",6371791.49680663,4017320.14805501,2686112.8194244,1613360.15855434,1399481.1343679,401615.401092887,611873.007967268,248179.554286431
"S664",3918129.31198248,2884442.743154,1907066.12893286,1026216.34245058,54712.3082304348,134330.550634446,9646.66705933287,202924.67003764
"S665",2423522.64052523,1632339.64670036,927035.311931438,339427.058737908,0,3244121.49935305,0,1901.5106683019
"S666",1391340.69657688,783780.035666079,521315.029223025,270146.631871688,232931.008239413,1991904.27138845,32183.4162089113,1603959.84446701
"S667",48413039.5118714,31168341.3413065,20135264.8914561,12593416.9610603,11639390.5942143,67016603.8921134,5329248.29491019,56014892.8968427
"S668",2193972.50458395,1499229.79810369,847487.630209168,487514.19893422,422447.762869038,682840.576165289,122962.999868561,501612.91306531
"S669",1900029.54305542,996024.45232373,570463.166186487,32296.2050369612,365884.00986923,2343840.92671297,360731.829986247,1582473.66867003
"S670",3012488.59826866,1963864.86023762,1377398.82798422,790671.264163315,742456.07218368,4103042.57551075,61408.5919464892,3630809.37862596
"S671",93125939.2672434,60822293.4437451,45024230.1895328,29647226.7275256,26405799.219095,122149481.754241,13570499.0222272,108040137.87104
"S672",11143011.1904774,7427749.93919582,5413023.4479219,3297089.74589801,3049184.88091571,14412816.9097383,1543470.09285175,12855834.5358736
"S673",2321499.57842493,1589841.53178282,1323927.4073333,833916.036620583,868604.330703188,2374071.81709768,374247.281528928,2352230.87045301
"S674",3722557.5130838,1791014.21016934,495943.101741567,331600.293658762,310609.408436418,5365549.21643886,452980.896199493,4667592.42251172
"S675",77778745.9496987,49907436.3938105,34980650.3593458,22186773.1242167,20502647.9609015,101042678.134233,9846468.53398459,86890352.1160337
"S676",4062406.18123096,2569910.53084494,1750221.78167175,1018181.55989485,951747.06640257,5423691.91322134,91711.0730518951,4357981.37656058
"S677",11270837.9122087,7303029.08356303,5085800.97920867,3174162.11090172,2949894.17845288,14908948.8276867,1385963.8581165,12634678.5604574
"S678",544170.014072809,481067.676223769,331376.949584897,157141.114443323,174659.911473938,468362.56476916,48764.9648731618,733987.510791991
"S679",18089680.8792287,9078703.10688404,4531397.02712485,1975464.40994134,1748534.95340065,27610466.944861,333943.108382812,21841067.7238047
"S680",4458235.56730741,2247396.00878529,1047286.757839,388119.431180298,363534.366886297,6753487.75369734,13159.637993442,5109848.13729698
"S681",959930.79827046,4310657.73862532,581659.975255738,489829.288672985,383590.454429296,880091.2293836,45673.1432118134,609623.487547297
"S682",1189800.16944018,927058.452014797,791249.893148469,420080.5232057,497412.06665062,1405811.81061762,373031.748558712,1457396.28218352
"S683",19952533.7789938,11341363.0330829,11319301.3232662,1789420.10821461,4189619.1985089,22450576.3057641,4930187.3692228,13596618.5797972
"S684",1240447.41355425,179262.602715192,751718.425471803,11068.1815118715,241373.155591703,1443341.75447827,328356.493211313,869409.634980033
"S685",3318938.60960333,1759290.29922515,1780778.42957538,79038.3317091603,708136.918348739,3876752.65490566,793517.027511077,2211373.79698419
"S686",7179780.75403532,3308801.66506582,2161169.12746634,1163133.52476299,1198959.03184273,7839060.7900555,249558.635175861,7610676.48303552
"S687",36612160.048089,29922677.0513834,116965365.55234,23939186.110978,23772505.3256002,35537509.904603,40894251.9971565,31947111.9175679
"S688",2213791.90253953,1915341.71381962,7030110.15158772,1487329.85593994,1430144.55905615,2211395.7144554,2461705.54997695,416541.247477868
"S689",6818854.17411388,5431698.12323694,22168321.296859,4285815.32460783,4316906.98611156,6625189.31147401,7838658.26374889,5826794.32058319
"S690",4419405.27046422,2647581.36817505,8324605.88085659,1737538.83010185,2425541.09951367,2608101.02405349,2523970.23791239,2622185.17279531
"S691",750105.369328123,457305.84505291,1419994.09431604,76751.4257597923,415395.624195224,421595.800693907,440747.039667803,433546.531390451
"S692",492153.687921516,344961.303234399,1512270.7118842,255526.052829488,294873.662691551,450240.51385574,489157.377356518,543505.601146614
"S693",891763.071886408,327512.878955308,259254.172375436,225929.00522876,119322.257587158,740080.950516234,120066.260841603,855051.947421885
"S694",4527452.40588237,6619625.11314518,2313833.84038463,557353.92859828,1048898.4024909,7077218.63972656,769571.753153182,7340280.79476043
"S695",3199857.00916809,1302805.31677377,231777.212095628,150590.000180449,367472.523390626,2756391.21366038,442914.802676576,2152296.17777859
"S696",1762315.32158018,1636340.98358445,839024.635333467,255356.578365471,464233.204056282,2520697.07907422,696327.646477605,2410363.80457888
"S697",3051232.00711621,3508665.60993408,2809367.40453414,647107.888956434,570218.304597021,5545253.96792056,352504.136202538,7639108.15488434
"S698",125573484.567958,81168771.8489878,72028615.9038702,38477532.1971835,46042064.1153191,132856179.78318,74991846.0034579,124245380.659916
"S699",5948480.70844893,3942746.41542533,3429300.99855197,1826203.86920839,2226639.80357846,6470009.89577474,3515555.86210037,5780571.48527925
"S700",346597.499337768,168174.871934903,168894.422567462,76233.2900097656,25234.2340992099,376539.992128943,189447.64019819,359858.581306443
"S701",20941052.0176536,13192884.6855603,11965389.2581703,6289245.50086117,7524976.98507195,22364820.7887634,12465909.4535203,21029351.9479478
"S702",1157558.76523437,681324.359171078,595269.852125536,218160.73629725,358786.652181295,1293822.19988415,671508.731693051,1203544.87393485
"S703",1181662.37685231,723731.350856487,604590.170291548,274478.12582382,352277.197922139,1287381.34540248,688781.097986682,1277468.51037716
"S704",2586408.28682357,1615253.07207324,653043.080509876,314281.247994855,565038.986581575,2921344.6762147,25957.3051128204,1972926.87988713
"S705",5792146.5014426,10148807.7106088,10841870.710206,5925102.32889075,4762658.49607294,20890981.0420699,11669697.7104726,21075138.2888907
"S706",1481698.12378565,561831.323197011,666776.610907481,295507.060292445,276937.23932605,1390388.10759921,755956.757897145,1545758.39204122
"S707",4390649.22957614,2054573.5087003,1335976.45458554,1229795.74615701,793835.459062526,3707282.81400439,601025.297179322,3801125.26249793
"S708",3546866.01622226,1553722.46247472,1595676.86918945,2447440.28625174,699742.627916775,3168799.75878811,1673462.59341039,3363320.20907821
"S709",1784709.56028809,1366706.95799195,241735.064682137,678362.69676001,811154.381995817,2697429.79173699,7064.25144821405,1729651.45810417
"S710",2706602.92042853,1489750.69227776,1400129.48923708,651775.324513706,783906.922866138,3306360.7127594,1262288.1543697,3336645.41466814
"S711",11173821.5024534,12055671.911507,3657909.59974696,7852387.75378524,8757736.99668048,14133285.1106129,766444.04938218,13519319.4643996
"S712",4832534.42189544,5289659.78046549,1591904.79054785,3330493.31713431,3759120.42167969,6226978.36731632,260303.327887573,5871330.25201419
"S713",528520.764055175,557192.19934751,131364.200228373,314861.573248925,367374.737981525,660916.272764496,1500.9262588501,160526.093662312
"S714",2154794.69167718,1698447.66060965,216568.39844398,2152587.2917966,2691322.95730838,1584538.03502802,2132889.23875781,1477211.79181169
"S715",7645345.18953076,1822941.2336148,271367.673622981,8952256.26395177,6816767.45457376,5626267.86755676,7466355.35328527,6836679.15109399
"S716",3322565.40795272,2021022.23499349,129256.409062505,3370753.7256532,2723790.23674597,2288902.96493086,2825367.41029687,3337387.7409556
"S717",3723891.26602636,3267147.94109473,178361.671976202,3754983.06249621,3120254.38475153,2973864.54020484,2941026.40308605,2736658.13738105
"S718",36420365.2351943,30286051.1594047,13229079.8998192,42851578.3606263,39463332.5352695,29978866.6846129,40621175.6265118,32729453.413244
"S719",19541784.3523882,16228893.4494293,6671386.01920449,22132372.1550044,21506355.3247477,16123525.5146532,21536044.4244492,17660454.4578806
"S720",17511415.4680553,14436389.7538051,1651409.23039949,19192996.4644593,18988899.2931118,14075925.3975682,19610550.0519726,15234629.8299079
"S721",17381332.9798064,14546908.5353711,6791776.86056013,18728289.969995,18465868.2797044,13741203.9415608,20388452.9479247,15276158.6277205
"S722",4588927.1987133,3902342.81140345,1312129.25773553,4885102.03639159,4534376.17217348,4200651.97490716,4863112.74323437,3828431.47849806
"S723",1855150.74825038,1438077.64015092,1246366.20558061,798974.619454864,736249.563613008,2661503.91695422,615089.512716399,2520100.9295473
"S724",1950977.14351318,2562053.31920231,2039933.74859151,1184559.34083736,1971430.58625438,4420867.08720272,845843.377106932,2036446.91130074
"S725",867042.594441172,1076526.30358141,287537.711978422,559412.750951975,1203524.55331899,1514886.48999731,605705.351697143,514874.035835384
"S726",3431139.36898053,3769322.36062724,4943958.6442811,3528625.83728874,5059439.52786255,3285228.04018456,4184840.98061384,959626.000546631
"S727",366230.987400816,113958.004233513,499230.147940634,435007.306680406,550490.679873807,307821.895554201,480224.054586699,358893.894396341
"S728",779800.491830689,701196.265993279,1087843.69981134,887201.798769354,632836.318382813,817211.147676911,295485.783129077,1331139.51570541
"S729",1274635.08676408,662498.034217372,410153.115920964,260628.204490556,207160.967088868,1395022.91525886,10086.0525365637,1203616.05776094
"S730",1324655.54921236,625345.373680067,376971.449428712,250436.491143574,63863.4495007689,1406400.83833925,30553.1506340934,1178447.65723194
"S731",38126.3962269288,337850.187286827,401675.329293837,351473.720607222,651772.753732666,178985.898438276,198805.791849009,359136.458003383
"S732",2192167.12258092,2793155.20856774,3398863.96980993,1623840.98477933,1845793.56724163,1152961.86706621,1304934.57459097,3991232.03657596
"S733",2442945.13417785,1499820.99258425,1113060.75796675,241605.837448447,913659.689621633,2372060.70206354,517635.333614735,2829262.07880682
"S734",806865.063346394,897713.077943879,587180.288813769,242496.392211086,302460.239465818,647099.026525579,0,1549270.88167824
"S735",12235007.391788,2118803.91951227,402685.819014203,400225.193325045,727369.845697459,13181512.7306745,25885.2657408731,6468362.43780698
"S736",7438458.28082195,9113123.41580567,5130884.36265439,1010283.87365418,2458294.80072053,17624950.1636228,37897.7931592896,13387804.1142332
"S737",2027313.52590435,2430930.25404603,1318985.62811426,185095.481526502,626599.761393873,4910637.47778582,10627.9525633827,3606363.57470411
"S738",1202596.3088908,4516163.42756873,587166.624043979,11071891.9406929,4923229.74835861,8910057.44923846,3151648.7907547,1054631.06735699
"S739",46955541.6294118,48573789.3803696,64157357.537259,47027210.1288498,68307727.6439413,42150983.4575481,54186191.5080621,44338161.1216779
"S740",47001807.1014279,48695837.793158,64228762.1032087,47059473.5330492,68372035.7610467,42195462.6218813,54176556.7972827,44335372.1430246
"S741",11893913.7225808,12168271.1327289,16074899.3054163,11946427.7721175,17042214.3293042,10695551.3980394,13752540.4104398,11149908.8006447
"S742",387770.460648597,1489367.59361869,2100905.32010795,1407019.49221518,2100402.29495695,1310034.10524696,1731844.68316894,1437556.9548481
"S743",9668940.26072021,9726511.95393801,11160821.0734632,7860193.06992265,12588614.3477016,8144033.96932887,9390513.17098774,9114030.67928302
"S744",2242414.6665313,2177263.28516475,2718208.19537679,2001006.26065088,3004742.25080722,1996017.68164025,2276081.32948761,2008055.78147414
"S745",2156643.71352629,2226463.86576216,2889039.41129133,1987574.95056501,2764236.48992793,358995.971951985,2262503.12690463,413685.843932915
"S746",28459850.84689,28682310.1304281,33543227.00997,8696.97180161476,2626207.79888833,1957349.8075961,2253601.10851105,2111430.05251985
"S747",108670254.490648,110127608.171979,134899440.315104,99074920.5188467,125587555.381293,98380176.5622367,29554839.1698714,27265165.0676367
"S748",108759126.736345,110231843.000137,134933573.062972,99142643.1600328,125675706.36117,98455339.0866125,109880237.363029,100126543.612056
"S749",796694.312173253,718972.002641186,801932.201382715,602984.546210413,905237.07022827,32354.8074856298,28347353.1242987,26195396.8245449
"S750",183756.143730468,182493.582655251,213325.837197015,137515.562283545,58604.4690181346,166908.839929955,184118.877532552,185311.781564805
"S751",519926.548310995,461653.742711892,616994.399897298,399979.275949348,533002.825600267,50908.4875931792,443333.303817444,454358.155342562
"S752",7467171.81381926,27839042.5333805,34173388.7558909,25038613.569285,32434284.9411606,24426386.8824929,27077830.0091244,25609794.5348017
"S753",3676458.09770823,3686509.04887516,4519766.809151,3365758.68158397,4126250.77377027,3338326.46662239,3697854.50489207,3443548.91076544
"S754",390267.929189898,327207.790642394,304333.122652685,291787.157367413,342917.916943198,60060.2872484484,350936.680116815,336494.720313076
"S755",2359662.35011657,9276239.4713139,948649.729750589,19578884.3127854,2598956.6255014,17673739.6911437,5470074.4477147,1850696.7812413
"S756",493263.487273309,2459322.58110583,28697.31971113,1447727.35018694,2486857.51509653,4582347.51242696,1417725.58909428,329215.003342735
"S757",920907.327346822,730368.608991352,1205377.36501634,192163.838385407,902997.03432243,641893.184510197,933131.331280163,873916.731810706
"S758",54906532.5588974,49404513.8818069,70975041.4152895,47624000.3249527,56255077.2796271,45441908.0533322,59590220.7116311,54406146.9383985
"S759",32977401.7220547,29595137.1766322,26273253.006724,31379735.7204897,31756856.9906084,27909910.4245289,37892893.9869839,14804861.9407381
"S760",3572385.34909505,12895344.9930457,18229311.518419,3373137.18976745,14362123.6229347,12442557.6303171,14942240.5858423,14575093.5139238
"S761",3979772.37522084,3492427.7365279,5005133.8233273,3436792.55196932,3933162.74460039,3208321.41604702,4303359.67434475,3708109.60922573
"S762",12918961.1169525,14684929.8372232,26001266.3414954,22626103.5190647,25660387.8066469,12530665.7092797,25025093.3912929,15938983.6009912
"S763",3528179.44985096,3917495.70183314,6797324.95871727,5924020.47341212,6748724.0172494,3290712.69996048,6693752.55417269,4164053.55667813
"S764",3361644.32991827,10074108.1851896,1112278.41323729,22643295.3672852,3061941.29188903,20299573.4486264,7114980.48425481,2558419.14843488
"S765",66093.94195314,2654649.88529656,64963.3697676488,6385884.59047139,3362211.46013732,5557837.89886934,2061901.7797768,607511.416604578
"S766",1192133.52895495,993030.925218887,1184596.52139361,834420.617166579,1070085.46659372,251030.499293726,1049195.65316728,1104036.26289167
"S767",409667.189651238,290159.59488501,418234.343735253,224541.892443378,351481.466844944,287632.806258205,97064.3794014015,101978.728268329
"S768",671661.161028844,1274680.22227749,781825.155181709,516099.42564829,1327398.63558385,1911319.51752999,42784.5914993895,595867.680715547
"S769",1332904.01239009,4213445.40356855,938176.961876534,1182925.50108568,5724909.2339519,51789.4574168576,221173.340284779,20461.3823318892
"S770",1906357.0718311,1333791.0123468,2123997.67271367,1656264.80806102,2781762.16705664,1478096.32826471,1828182.95869079,1565140.53298899
"S771",861997.41030146,731127.526274639,1136052.42886636,851235.962386644,402589.635230224,220988.998609978,280640.398279288,793143.060804455
"S772",888981.333094387,629405.557028546,889469.475546975,728271.644901218,1002861.56681706,579118.730666556,803246.929324481,819546.194129075
"S773",76709350.5534497,103747501.29599,66445609.8645877,51817667.9304079,53822232.1197827,78353750.456054,97304901.0339023,68069095.3871046
"S774",76570453.7088334,9779962.41850633,6568958.27710754,6480946.87094453,53619599.9880101,78262762.6599559,97311324.6091054,67994018.8621184
"S775",11566482.0407996,15543371.8140305,10372668.0667196,7711059.02514842,8279056.43356377,11696494.0658643,14765991.9421289,9571009.34447794
"S776",8299655.40830074,9452227.69632002,14312.0211577049,11261185.4872077,10099074.0791791,9086033.41940304,8549278.60409767,7129953.42327026
"S777",54349852.9749865,37389481.3301185,9527866.7051635,7328688.70277483,53370738.54544,49195770.5153132,46922201.3915039,47313241.2240217
"S778",23215434.0297177,15460920.2628633,3462469.44492807,23200911.8003302,22671681.7443841,20792287.1853636,18507678.1996758,19062128.3281337
"S779",4527178.84629983,836966.344580155,309723.760058645,3580546.20776954,5407257.54522958,2998723.9038368,2759362.09843359,3485450.35559252
"S780",10275963.9535368,6105255.26689968,16367393.7228365,2116170.04472887,2654647.58161388,10923330.8640155,5203630.45445367,9720787.44051823
"S781",65709222.0168704,29869708.0036579,33985904.563565,5131345.22730929,15332335.5081773,61123450.3382036,14429823.4806717,39623048.3199904
"S782",13685311.4585097,6253634.62403922,6689670.93142417,272189.558176428,3047919.16085243,13124120.3051446,4485643.32342985,8220858.03203444
"S783",1115195.77557422,1203264.50258645,577166.994193905,280013.771912561,299834.941311936,1705092.72909897,27636.1758535929,1546277.46570608
"S784",1449715.95393662,840508.143106093,1152168.46186423,354612.916631898,418681.748661203,1349959.98084345,446705.122593345,4986581.01426883
"S785",37842755.1365521,23092600.7124826,23581263.7856781,7984981.30118094,9917637.96273613,42966182.6633205,17034352.9760378,37393328.0852187
"S786",5366653.80663628,3068538.0215217,3282181.76224564,1003718.34506756,1243242.01307544,6003995.15173091,2241496.75485229,5381942.86578835
"S787",9822996.18409569,7635325.03434455,8456084.47212139,4091308.8823137,4192199.11716966,12597582.7335832,4377793.32729784,20909986.7125957
"S788",1243182.13894547,1001056.6567728,995781.220052325,440137.049866613,459738.83687872,1603517.88084961,431568.465971046,2793140.93055628
"S789",13083635.256507,6571357.5676915,4687032.77918199,1476944.36196786,2877190.60787714,19015132.8824734,962279.929750372,11395151.2422971
"S790",2719078.05725222,1248310.56174619,256554.626311064,254336.315913337,562338.379443069,3987064.50843502,186261.084924758,2411838.33980102
"S791",1288383.90819998,731609.55052711,524412.899166974,323780.898961913,207938.048020583,1478099.84428345,11370.041296508,1454684.51740104
"S792",1297863.58329378,477479.260731369,460470.327779715,183416.416269353,196301.731281249,976193.961529878,14729.2495051399,957821.248731702
"S793",2353920.36583557,1858778.96857066,1327001.06131176,148263.480382279,398831.63916886,1184601.54699314,4280.30000006846,3285229.43642731
"S794",56086918.1109431,39834731.5949475,106616.250644286,37279483.2771015,52348980.6628869,31018407.0134064,27415840.6684042,25305164.1936796
"S795",9550000.83480576,8324931.72538372,6496317.90379915,5427498.46125449,5557142.47952195,10249568.1804585,5339782.4044544,17672816.4135405
"S796",682111.141069567,588271.977621819,437694.895721864,364944.813986701,375301.711891988,744991.424107087,361773.00306296,1434127.65646824
"S797",4977877.84098418,461493.232210237,743773.666280016,1742198.21572786,2969846.40311365,1467486.55994733,1944277.49097426,1759654.75760948
"S798",4897876.4596907,3204255.43029648,1939738.50962759,1203369.51283452,1399445.51376873,6784061.77600131,738203.269834824,6148429.00514157
"S799",8932295.27252625,6299253.41710651,3970853.40685274,1545353.75802735,1908755.31620806,13402072.1104682,835562.867712692,12272610.2270293
"S800",14222721.3345907,9552784.26823244,5111412.21065784,2705477.12952393,2652538.1053256,25713067.4578404,950865.559413403,17660384.7390891
"S801",1631733.26338331,1098583.67613235,506870.077586175,237287.246015836,208988.329862416,2908900.81518163,261400.333335757,1938360.06717913
"S802",291915.700924885,1346676.63362377,825891.95111306,656806.773341736,1895696.78291165,1121388.89821678,1148278.47749256,2911500.54177904
"S803",7255756.01286823,4798336.96189671,3054274.87586604,1211950.40089752,1292711.84496324,9779274.67699271,518500.661171062,8756376.00672536
"S804",7056216.89217967,6565921.04821879,5870867.46008659,3627299.93432175,4863247.61533997,8199911.42809821,2599043.78019264,5212203.21099242
"S805",25591941.9309563,15407427.9728376,11050397.1954513,8239114.50379166,25403869.3548925,12452204.8475483,15138335.0797679,29944256.0466956
"S806",2986286.14388906,1880277.67304208,1461721.96533528,1045186.04630807,3040436.84043835,1301963.6237487,1783009.27507181,4059441.70025183
"S807",21256643.3448104,7739850.65053816,4869770.50685731,3680198.67667548,3046775.06286198,15192481.2857838,982374.47396815,14617726.6326114
"S808",2690878.9955559,934927.767660042,512910.217277856,441964.001292623,280789.74104395,1850081.71702852,25562.3707608522,1773838.84869313
"S809",1604023.68412809,445305.23671963,190774.894861515,194227.217508118,179565.273416086,294536.828307935,35955.2021091048,985987.546091146
"S810",5763986.59058271,149287.908410612,660735.136421693,1796915.49997342,3031827.00761795,1709466.23771278,1766464.76544434,1912094.05519602
"S811",6590740.81019996,111340.798444469,1838655.87033017,2944855.51143082,4309023.85874495,2885312.23496626,2833921.48403892,3010118.41514629
"S812",84648004.8415437,34204343.3891449,25764990.473533,19251365.8913708,17080982.5887216,8152410.58839674,603785.853330285,67499566.9796405
"S813",84297432.8824135,34054102.9419141,25649605.9945152,19242129.8337471,16992661.7301767,69850067.8707517,6168426.58898431,67441834.8530352
"S814",5274256.17873889,2136901.76278691,1684893.84394666,1328824.58423891,261509.206818793,4294720.26551537,86216.6662629805,4419721.54826308
"S815",4921687.41840957,2174060.94006783,1737486.01226605,1471360.16588108,1112175.68972981,4304285.19986653,36727.1811889019,4398468.45358412
"S816",2935368.11140319,4195056.98090082,3069618.41761877,2377048.11008313,2031842.96775072,8869382.98348742,758377.096098171,8476330.19600382
"S817",760211.356983766,220760.364425964,105254.475836609,91053.0066920901,37394.806935296,111166.102259708,2420.91248634579,169018.668713726
"S818",2408993.98493396,142826.723321252,257675.851933764,697768.185862165,1406607.57270117,11394.2935224626,901388.633455385,853210.33959606
"S819",8488907.93500662,4315080.60921911,2460393.38197174,2326014.66874459,2142309.33283218,6164220.15566861,4131.89102731459,6963025.48316836
"S820",8648567.52562548,4007165.91532654,2774089.65340926,1921804.3194157,2121895.89340458,5896673.03806795,199745.306164934,7025731.85053623
"S821",2692253.40123314,2870661.81134424,2893544.77028307,571194.200330901,640951.281691279,5491631.30477293,28631.9578993079,8639019.05395853
"S822",14533088.6375594,1415166.66916413,4051742.86257035,2393639.02503251,2546388.26560193,4741436.27156934,799010.100357723,3178854.87101434
"S823",1898854.99071699,662798.189100276,482725.783081598,301294.438371834,266489.237989113,1526321.47490553,14824.5708557924,363727.025607155
"S824",892467.301515809,10673.0831572266,6768.76171080181,188088.167826309,435592.592727048,177048.489692083,260039.887620957,255883.652262323
"S825",332223.841001915,221738.046633984,212288.445990654,260019.900866699,277060.181951981,14996.4007905551,12137.004231027,223821.545593252
"S826",2825288.34619282,5918342.66025098,2626405.27788199,4506692.28384978,2644031.42308128,3356128.52974945,3537066.42945861,2513414.83394377
"S827",5556822.38924972,19586933.3417291,6790074.10454268,13010223.2866828,9485645.82497065,8292020.41923643,2591975.7779795,6115880.62988118
"S828",4619620.96588615,682223.162184043,523873.350542725,435209.042861326,567975.91463316,1582027.07539834,20785.1118706571,939760.118812594
"S829",5983168.20928711,1055662.25986784,6898809.76557873,5875540.29392803,5628969.75950083,5605640.33010747,3745915.14250854,3928165.16709244
"S830",389349.335152245,1350082.79615379,926580.405206703,408327.002570385,955467.807836843,2327498.02466358,434614.057742746,1753790.23244569
"S831",20401724.7930492,17637869.9223681,9631487.77346788,19022957.3717167,19571989.2901249,14908529.8376599,4069680.78881418,15284318.7881182
"S832",2038168.82748115,458595.170558803,946188.402220779,1935168.55916614,1930520.43237823,1435147.53744245,345139.909026855,1547456.33550293
"S833",9063440.45322993,7861238.1945991,4201118.64487961,8622603.00641201,8640064.4539316,6539134.36135626,1815872.69675569,6610747.95126505
"S834",982990.733737496,1385453.41149698,449354.048338869,939284.050472718,1157880.65943283,812129.571295267,46456.891555449,824207.886210937
"S835",478005.351299875,1130535.65396302,1712110.43093229,146058.993483707,816412.157800293,1242146.91052275,1054790.56305804,879243.600841101
"S836",19241877.0129304,15340741.1945745,95085784.8443151,46162793.6425985,5444124.91285637,34256516.2686924,878485.872830051,13920.1736578016
"S837",730026.740951539,7748618.06736332,2764327.93746002,2751024.23313498,2570166.21980609,5259247.91019345,1397859.26892783,3970564.98067322
"S838",344480.848145294,1618785.22531243,2425698.77981458,2264327.49096258,1427913.66835803,8633260.27910696,1088363.30811645,5044872.32992298
"S839",543102.388908042,3927280.81450118,1350569.99157617,1497841.61992393,811496.089664723,6083819.71267864,172480.5045887,3495657.17322109
"S840",2116924.87529529,1671298.94796362,646435.906128569,1876929.24409863,2325842.97317703,1490508.0376759,55366.4253066232,1722384.2037549
"S841",32764905.8200956,21513677.2101407,6267702.14356795,13233957.9198423,14667300.6285873,3158398.73640893,15991528.8919948,15846374.3648672
"S842",7693206.99031012,2747486.51635304,1273285.37060109,821069.413097688,1040762.48261184,8043767.19198127,70527.7634036346,5722721.81121736
"S843",37527344.0870849,15413281.0817266,7340554.47864623,4691593.59075495,5874786.12053529,41058539.404386,1744656.58575551,30605365.3661687
"S844",4165377.754449,3526914.38161977,355986.420166624,2172243.83284325,1930761.4093257,1460584.68583137,1279456.303116,2247394.04152134
